e911_calls.ai_crisis_classification,e911_calls.audio_duration_seconds,e911_calls.audio_file_name,e911_calls.call_id,e911_calls.call_priority,e911_calls.call_type,e911_calls.caller_age_estimate,e911_calls.caller_gender,e911_calls.caller_number,e911_calls.dispatcher_id,e911_calls.emotion_analysis,e911_calls.geolocation,e911_calls.incident_address,e911_calls.incident_risk_score,e911_calls.incident_type,e911_calls.known_individuals_involved,e911_calls.language_detected,e911_calls.location_type,e911_calls.notes,e911_calls.prior_incidents_last_30_days,e911_calls.repeat_call_location,e911_calls.response_status,e911_calls.response_time_seconds,e911_calls.response_unit_dispatched,e911_calls.suspected_substances,e911_calls.timestamp_received,e911_calls.transcription_keywords,e911_calls.transcription_source,e911_calls.transcription_status
"{""classified_as"":""Violent"",""confidence"":0.95,""model_version"":""amazon.titan-text-express-v1""}",37,911-20250511-0995.mp3,911-20250511-0995,Critical,Emergency,28,Female,9054449625,D8628,"{""agitation_level"":""Low"",""caller_sentiment"":""Calm"",""urgency_score"":5.9}","{""census_tract"":""28900"",""county"":""Huntley"",""latitude"":42.16808,""longitude"":-88.42814,""state"":""SC""}","5389 Velasquez Valleys, Port Brandi, WY 88709",4.5,Traffic Accident,False,English,Apartment Complex,Suggest popular consider whose drive study short lose order across TV girl newspaper bill capital.,5,True,Arrived,1174,Rescue 9,"[""Marijuana""]",2025-05-11T21:50:18Z,"[""answer"",""too"",""hospital"",""I"",""ground""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.94,""model_version"":""amazon.titan-text-express-v1""}",110,911-20250413-0982.mp3,911-20250413-0982,High,Emergency,89,Other,17414655451233,D7068,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Panicked"",""urgency_score"":9.1}","{""census_tract"":""23810"",""county"":""New Canaan"",""latitude"":41.14676,""longitude"":-73.49484,""state"":""SC""}","USNV Diaz, FPO AE 54899",6.3,Medical,True,English,School,Image age cultural customer mention resource meeting four approach visit energy for tonight first prepare ask note including discuss employee after hotel.,3,False,Arrived,156,Rescue 15,[],2025-04-13T02:24:19Z,"[""soldier"",""sense"",""second"",""beautiful""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.92,""model_version"":""amazon.titan-text-express-v1""}",37,911-20250414-0041.mp3,911-20250414-0041,Critical,Emergency,50,Male,+10139837354033,D2989,"{""agitation_level"":""Low"",""caller_sentiment"":""Calm"",""urgency_score"":10.0}","{""census_tract"":""27172"",""county"":""Sunnyside"",""latitude"":46.32374,""longitude"":-120.00865,""state"":""PA""}","USS Burgess, FPO AA 32298",6.0,Gunshots,True,English,Public Park,Simply herself move grow end mention market better wonder light style trial have including none determine certainly end various often.,2,True,Arrived,1052,Rescue 15,"[""Marijuana""]",2025-04-14T12:07:55Z,"[""receive"",""region"",""however"",""dream""]",AWS Transcribe,Completed
"{""classified_as"":""Medical"",""confidence"":0.9,""model_version"":""amazon.titan-text-express-v1""}",134,911-20250414-0096.mp3,911-20250414-0096,High,Emergency,68,Male,+16803476447,D3587,"{""agitation_level"":""Low"",""caller_sentiment"":""Panicked"",""urgency_score"":5.3}","{""census_tract"":""71918"",""county"":""Palm Valley"",""latitude"":30.17746,""longitude"":-81.38758,""state"":""KY""}","082 Gallegos Mission Apt. 812, South Robert, AK 23946",2.8,Traffic Accident,False,English,Residential,Responsibility but box last guy model himself social memory wear her herself should treatment not process.,5,False,Arrived,70,Rescue 5,[],2025-04-14T13:09:23Z,"[""law"",""to"",""time"",""think"",""bed"",""food""]",AWS Transcribe,Completed
"{""classified_as"":""Violent"",""confidence"":0.93,""model_version"":""amazon.titan-text-express-v1""}",180,911-20250425-0603.mp3,911-20250425-0603,High,Emergency,76,Male,00151005687069057,D3464,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Panicked"",""urgency_score"":8.8}","{""census_tract"":""19697"",""county"":""Bridgeport"",""latitude"":41.16704,""longitude"":-73.20483,""state"":""SC""}","USS Mata, FPO AE 91966",1.8,Medical,False,English,Public Park,Off director recent discuss picture have morning safe red why that industry list argue kind father.,4,True,Arrived,370,Rescue 14,[],2025-04-25T19:09:29Z,"[""mission"",""support"",""law"",""read"",""dark"",""Congress"",""drive"",""son""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.92,""model_version"":""amazon.titan-text-express-v1""}",56,911-20250428-0136.mp3,911-20250428-0136,Critical,Emergency,70,Male,00199893544926831,D2463,"{""agitation_level"":""Low"",""caller_sentiment"":""Panicked"",""urgency_score"":10.0}","{""census_tract"":""72613"",""county"":""New Canaan"",""latitude"":41.14676,""longitude"":-73.49484,""state"":""SC""}","7126 Miller Circle, Beasleyfort, NV 10734",8.9,Assault,True,English,Residential,Once PM you ready way rule indicate clear media machine leader whose message more reason lay allow church.,2,False,Arrived,844,Rescue 8,"[""Fentanyl""]",2025-04-28T16:17:34Z,"[""hard"",""moment"",""open"",""million"",""house""]",AWS Transcribe,Completed
"{""classified_as"":""Medical"",""confidence"":0.86,""model_version"":""amazon.titan-text-express-v1""}",54,911-20250430-0739.mp3,911-20250430-0739,High,Emergency,59,Other,0019297591448940,D3196,"{""agitation_level"":""High"",""caller_sentiment"":""Panicked"",""urgency_score"":9.1}","{""census_tract"":""10974"",""county"":""Indio"",""latitude"":33.7207,""longitude"":-116.21677,""state"":""OH""}","5846 Nicole Underpass Apt. 488, Castrofort, IA 63208",5.4,Gunshots,True,English,Public Park,Table like day most focus ever challenge born between Mrs but camera Mrs land kid southern it reason.,3,True,Arrived,234,Rescue 15,"[""Unknown Pills""]",2025-04-30T02:02:15Z,"[""however"",""police"",""south"",""individual""]",AWS Transcribe,Completed
"{""classified_as"":""Violent"",""confidence"":0.82,""model_version"":""amazon.titan-text-express-v1""}",105,911-20250510-0948.mp3,911-20250510-0948,High,Emergency,45,Female,145228232534852,D3823,"{""agitation_level"":""High"",""caller_sentiment"":""Panicked"",""urgency_score"":5.1}","{""census_tract"":""42029"",""county"":""Longview"",""latitude"":32.5007,""longitude"":-94.74049,""state"":""OH""}","934 Kelly Mill Suite 583, West Gregory, PA 65538",4.4,Domestic Disturbance,True,English,School,Food American final woman me across water three address hundred center plant when.,3,True,Arrived,896,Rescue 5,[],2025-05-10T05:34:23Z,"[""a"",""raise"",""family"",""west"",""eye"",""century"",""upon"",""war""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.89,""model_version"":""amazon.titan-text-express-v1""}",76,911-20250511-0874.mp3,911-20250511-0874,Medium,Emergency,51,Female,3563431719,D9465,"{""agitation_level"":""High"",""caller_sentiment"":""Calm"",""urgency_score"":6.9}","{""census_tract"":""17656"",""county"":""Iron River"",""latitude"":46.09273,""longitude"":-88.64235,""state"":""VA""}","3354 Fuller Squares, Monicaborough, SC 83569",5.1,Burglary,True,English,Residential,Allow type card water option rise game necessary among upon use get budget news of.,5,False,Arrived,1125,Rescue 16,"[""Unknown Pills""]",2025-05-11T15:53:51Z,"[""media"",""tonight"",""food"",""blue"",""song"",""name"",""white""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.89,""model_version"":""amazon.titan-text-express-v1""}",151,911-20250412-0697.mp3,911-20250412-0697,Low,Emergency,33,Female,64126139557458,D4091,"{""agitation_level"":""High"",""caller_sentiment"":""Panicked"",""urgency_score"":5.6}","{""census_tract"":""41939"",""county"":""Carlsbad"",""latitude"":32.42067,""longitude"":-104.22884,""state"":""KY""}","583 Larry Camp, West Joseph, KY 18950",1.9,Drug Overdose,False,English,Apartment Complex,Operation address partner health party concern professor our special weight itself clear drive much bar.,1,False,Arrived,497,Rescue 16,"[""Alcohol""]",2025-04-12T10:19:11Z,"[""push"",""listen"",""most"",""north"",""until""]",AWS Transcribe,Completed
"{""classified_as"":""Substance Abuse"",""confidence"":0.82,""model_version"":""amazon.titan-text-express-v1""}",157,911-20250416-0478.mp3,911-20250416-0478,High,Emergency,29,Male,1402503857626,D2698,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Calm"",""urgency_score"":6.1}","{""census_tract"":""95147"",""county"":""Waverly"",""latitude"":42.7392,""longitude"":-84.62081,""state"":""NC""}","163 Berry Trace Suite 806, West William, AK 94884",6.2,Fire,True,English,Residential,Whom particular decade service poor mean hard trade tough majority go heavy little through.,4,False,Arrived,902,Rescue 20,[],2025-04-16T19:36:20Z,"[""style"",""against"",""bag"",""shake"",""keep"",""official"",""over""]",AWS Transcribe,Completed
"{""classified_as"":""Substance Abuse"",""confidence"":0.93,""model_version"":""amazon.titan-text-express-v1""}",142,911-20250421-0617.mp3,911-20250421-0617,High,Emergency,89,Other,7077508849,D9943,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Distressed"",""urgency_score"":6.7}","{""census_tract"":""69258"",""county"":""Grand Forks"",""latitude"":47.92526,""longitude"":-97.03285,""state"":""OH""}","57686 Martinez Cliffs Apt. 805, Charlesview, KY 97474",7.9,Domestic Disturbance,True,English,Commercial,Cultural suffer country alone force attack family ok decade read body section under between.,5,False,Arrived,598,Rescue 15,[],2025-04-21T02:44:33Z,"[""grow"",""security"",""clear"",""he"",""four""]",AWS Transcribe,Completed
"{""classified_as"":""Medical"",""confidence"":0.81,""model_version"":""amazon.titan-text-express-v1""}",53,911-20250422-0758.mp3,911-20250422-0758,Low,Emergency,18,Other,00109854487890483,D8616,"{""agitation_level"":""High"",""caller_sentiment"":""Distressed"",""urgency_score"":7.0}","{""census_tract"":""63191"",""county"":""Odessa"",""latitude"":31.84568,""longitude"":-102.36764,""state"":""GA""}","8672 Brown Courts Apt. 180, Warnerchester, AR 42467",3.1,Gunshots,True,English,Public Park,Success deep model two politics free two drop blood industry theory moment.,0,True,Arrived,1156,Rescue 13,[],2025-04-22T09:29:58Z,"[""two"",""paper"",""official"",""play"",""field"",""policy"",""most"",""right""]",AWS Transcribe,Completed
"{""classified_as"":""Medical"",""confidence"":0.93,""model_version"":""amazon.titan-text-express-v1""}",96,911-20250430-0436.mp3,911-20250430-0436,High,Emergency,60,Male,3219402470,D3090,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Panicked"",""urgency_score"":8.2}","{""census_tract"":""82308"",""county"":""Indio"",""latitude"":33.7207,""longitude"":-116.21677,""state"":""PA""}","1128 Rosales Hills, Derrickfort, CA 80136",2.1,Drug Overdose,True,English,Highway,Far investment painting draw small bag truth material pass book worry business officer experience economic charge give theory away down turn.,5,True,Arrived,1036,Rescue 13,[],2025-04-30T21:52:27Z,"[""defense"",""job"",""support"",""happy""]",AWS Transcribe,Completed
"{""classified_as"":""Violent"",""confidence"":0.95,""model_version"":""amazon.titan-text-express-v1""}",97,911-20250508-0161.mp3,911-20250508-0161,Low,Emergency,39,Female,001312920875102932,D1731,"{""agitation_level"":""Low"",""caller_sentiment"":""Panicked"",""urgency_score"":8.3}","{""census_tract"":""59996"",""county"":""Rolla"",""latitude"":37.95143,""longitude"":-91.77127,""state"":""KY""}","11845 Rodney Shoals Apt. 340, Donnamouth, OK 64784",3.0,Traffic Accident,False,English,Public Park,Reach production and already center task Democrat care need option everyone rock instead near end power clear.,2,False,Arrived,972,Rescue 6,[],2025-05-08T09:57:09Z,"[""reason"",""mission"",""worry"",""goal"",""Mrs""]",AWS Transcribe,Completed
"{""classified_as"":""Substance Abuse"",""confidence"":0.81,""model_version"":""amazon.titan-text-express-v1""}",79,911-20250511-0672.mp3,911-20250511-0672,High,Emergency,41,Other,+138811209966763,D1992,"{""agitation_level"":""Low"",""caller_sentiment"":""Calm"",""urgency_score"":5.7}","{""census_tract"":""88326"",""county"":""Sterling"",""latitude"":39.00622,""longitude"":-77.4286,""state"":""GA""}","73448 Valerie Lane, Roberttown, SC 13692",4.8,Fire,False,English,Highway,Open major almost end stand cut during hotel rise accept watch yes establish international near mouth.,3,True,Arrived,665,Rescue 4,"[""Fentanyl""]",2025-05-11T08:36:33Z,"[""often"",""recent"",""girl"",""process"",""for"",""south""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.88,""model_version"":""amazon.titan-text-express-v1""}",31,911-20250414-0765.mp3,911-20250414-0765,Critical,Emergency,22,Female,00143456512343440,D9671,"{""agitation_level"":""High"",""caller_sentiment"":""Panicked"",""urgency_score"":6.0}","{""census_tract"":""61337"",""county"":""Santa Maria"",""latitude"":34.95303,""longitude"":-120.43572,""state"":""NC""}","080 Castaneda Forge Apt. 395, Johnmouth, WA 86460",2.6,Robbery,False,English,Public Park,Choose clear PM some consumer final charge will memory floor energy many network on short.,5,False,Arrived,314,Rescue 17,"[""Alcohol""]",2025-04-14T22:44:03Z,"[""trouble"",""tax"",""people"",""score"",""decide""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.82,""model_version"":""amazon.titan-text-express-v1""}",125,911-20250420-0007.mp3,911-20250420-0007,Low,Emergency,29,Other,+16801128059,D3504,"{""agitation_level"":""Low"",""caller_sentiment"":""Distressed"",""urgency_score"":6.2}","{""census_tract"":""93748"",""county"":""Rutland"",""latitude"":43.61062,""longitude"":-72.97261,""state"":""TN""}","04505 Evelyn Shores Apt. 586, East Michelle, HI 54541",3.9,Fire,True,English,Highway,Environment skin blue the teach develop staff least figure somebody dinner age cover foreign ten whom evidence political.,4,True,Arrived,467,Rescue 20,[],2025-04-20T16:08:40Z,"[""agent"",""say"",""forward"",""us"",""soon"",""ten""]",AWS Transcribe,Completed
"{""classified_as"":""Violent"",""confidence"":0.89,""model_version"":""amazon.titan-text-express-v1""}",160,911-20250426-0680.mp3,911-20250426-0680,High,Emergency,75,Female,+121325086286856,D4552,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Distressed"",""urgency_score"":9.7}","{""census_tract"":""94912"",""county"":""Pottstown"",""latitude"":40.24537,""longitude"":-75.64963,""state"":""VA""}","7608 Jason Ports, Port Michael, HI 68745",2.9,Assault,True,English,Industrial,Hotel back dark administration never hold billion citizen hour throughout method add war red if participant middle.,0,False,Arrived,576,Rescue 8,[],2025-04-26T17:27:08Z,"[""our"",""prepare"",""face"",""level"",""themselves""]",AWS Transcribe,Completed
"{""classified_as"":""Medical"",""confidence"":0.88,""model_version"":""amazon.titan-text-express-v1""}",107,911-20250505-0351.mp3,911-20250505-0351,Low,Emergency,67,Female,00113800498321122,D7471,"{""agitation_level"":""High"",""caller_sentiment"":""Calm"",""urgency_score"":6.0}","{""census_tract"":""73795"",""county"":""San Juan"",""latitude"":26.18924,""longitude"":-98.15529,""state"":""NY""}","54815 Molly Plains, Nicholsfurt, AL 14130",1.1,Burglary,True,English,Public Park,Writer seek student purpose amount home now maybe usually kind modern each finish force say hold I watch human.,1,True,Arrived,798,Rescue 20,"[""Alcohol""]",2025-05-05T03:53:05Z,"[""shake"",""body"",""force"",""news"",""around""]",AWS Transcribe,Completed
"{""classified_as"":""Medical"",""confidence"":0.8,""model_version"":""amazon.titan-text-express-v1""}",74,911-20250510-0274.mp3,911-20250510-0274,Critical,Emergency,56,Female,0018484160461540,D4460,"{""agitation_level"":""High"",""caller_sentiment"":""Distressed"",""urgency_score"":10.0}","{""census_tract"":""63219"",""county"":""Keizer"",""latitude"":44.99012,""longitude"":-123.02621,""state"":""OH""}","017 Taylor Lake, Weaverview, OR 74057",6.0,Domestic Disturbance,False,English,School,Piece admit despite remain college whatever tell meeting writer accept mission event some simply.,1,True,Arrived,1176,Rescue 14,"[""Alcohol""]",2025-05-10T15:35:26Z,"[""time"",""easy"",""free"",""continue"",""truth""]",AWS Transcribe,Completed
"{""classified_as"":""Medical"",""confidence"":0.94,""model_version"":""amazon.titan-text-express-v1""}",115,911-20250511-0406.mp3,911-20250511-0406,Low,Emergency,65,Female,+18640788026,D2106,"{""agitation_level"":""Low"",""caller_sentiment"":""Calm"",""urgency_score"":8.1}","{""census_tract"":""53522"",""county"":""Brighton Beach"",""latitude"":40.57788,""longitude"":-73.95958,""state"":""SC""}","64693 Jennifer Junctions Suite 230, New Tricia, KS 03209",5.6,Medical,True,English,Commercial,Measure who next yeah amount collection without resource outside past must reveal realize.,3,False,Arrived,1047,Rescue 11,"[""Unknown Pills""]",2025-05-11T02:53:45Z,"[""me"",""medical"",""apply"",""shoulder"",""it""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.95,""model_version"":""amazon.titan-text-express-v1""}",33,911-20250415-0455.mp3,911-20250415-0455,Low,Emergency,47,Female,0009089931,D3249,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Calm"",""urgency_score"":8.9}","{""census_tract"":""94557"",""county"":""Belle Glade"",""latitude"":26.68451,""longitude"":-80.66756,""state"":""MD""}","048 Glenn Row, West Holly, CA 44423",1.2,Fire,True,English,School,Any energy determine kitchen interesting drug individual color trouble agent small bank world purpose investment at table.,3,False,Arrived,1138,Rescue 4,"[""Alcohol""]",2025-04-15T11:56:34Z,"[""myself"",""wall"",""series"",""person"",""anything""]",AWS Transcribe,Completed
"{""classified_as"":""Substance Abuse"",""confidence"":0.84,""model_version"":""amazon.titan-text-express-v1""}",66,911-20250426-0932.mp3,911-20250426-0932,Critical,Emergency,24,Female,1452378034,D1448,"{""agitation_level"":""High"",""caller_sentiment"":""Distressed"",""urgency_score"":9.3}","{""census_tract"":""90076"",""county"":""North Tustin"",""latitude"":33.76446,""longitude"":-117.79394,""state"":""SC""}","287 Schultz Unions, Robertfurt, OH 51971",8.0,Medical,False,English,Commercial,Resource traditional office glass they send name foreign strategy tend apply begin finish.,1,True,Arrived,171,Rescue 19,[],2025-04-26T18:38:10Z,"[""including"",""mother"",""security"",""when"",""turn"",""American""]",AWS Transcribe,Completed
"{""classified_as"":""Medical"",""confidence"":0.83,""model_version"":""amazon.titan-text-express-v1""}",125,911-20250427-0491.mp3,911-20250427-0491,Medium,Emergency,22,Female,0159722422,D2989,"{""agitation_level"":""High"",""caller_sentiment"":""Distressed"",""urgency_score"":9.3}","{""census_tract"":""49117"",""county"":""Newburgh"",""latitude"":41.50343,""longitude"":-74.01042,""state"":""OH""}","9276 Tran Port, Ryanton, SC 66843",1.4,Fire,True,English,Industrial,Network author take that just drop some money hundred section bit generation end indicate administration each child hotel past.,1,True,Arrived,1070,Rescue 15,"[""Marijuana""]",2025-04-27T04:52:29Z,"[""wife"",""ever"",""soldier"",""cultural""]",AWS Transcribe,Completed
"{""classified_as"":""Violent"",""confidence"":0.86,""model_version"":""amazon.titan-text-express-v1""}",54,911-20250425-0727.mp3,911-20250425-0727,High,Emergency,24,Male,+1817203579656400,D9435,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Panicked"",""urgency_score"":7.4}","{""census_tract"":""89451"",""county"":""Estelle"",""latitude"":29.84576,""longitude"":-90.10674,""state"":""MD""}","542 Sharp Station, Tranberg, LA 10347",3.6,Drug Overdose,False,English,Apartment Complex,Structure effect your first factor how job ever send certainly director successful popular.,5,True,Arrived,382,Rescue 9,"[""Unknown Pills""]",2025-04-25T19:24:08Z,"[""but"",""thank"",""day"",""several"",""common""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.88,""model_version"":""amazon.titan-text-express-v1""}",157,911-20250504-0797.mp3,911-20250504-0797,Critical,Emergency,84,Female,9313294027,D9287,"{""agitation_level"":""High"",""caller_sentiment"":""Panicked"",""urgency_score"":7.7}","{""census_tract"":""60393"",""county"":""Lompoc"",""latitude"":34.63915,""longitude"":-120.45794,""state"":""MD""}","50165 Diaz Island Suite 486, Lake Eddie, AL 90349",5.6,Medical,True,English,Highway,Hour the front fire decision response several study break occur according agreement it here bring these sound technology process create.,2,True,Arrived,953,Rescue 5,[],2025-05-04T09:34:36Z,"[""trade"",""many"",""security"",""about""]",AWS Transcribe,Completed
"{""classified_as"":""Substance Abuse"",""confidence"":0.85,""model_version"":""amazon.titan-text-express-v1""}",124,911-20250421-0087.mp3,911-20250421-0087,Critical,Emergency,34,Female,00118376452088147,D3142,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Calm"",""urgency_score"":5.5}","{""census_tract"":""51853"",""county"":""Gilbert"",""latitude"":33.35283,""longitude"":-111.78903,""state"":""KY""}","0313 Nguyen Expressway, Brendafurt, IA 01671",5.2,Traffic Accident,True,English,Industrial,Eat matter rather full wide service art green child movie blue maintain first next.,1,False,Arrived,876,Rescue 12,"[""Marijuana""]",2025-04-21T21:42:14Z,"[""why"",""ok"",""real"",""read"",""choice""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.95,""model_version"":""amazon.titan-text-express-v1""}",175,911-20250422-0634.mp3,911-20250422-0634,High,Emergency,73,Other,712567212300857,D4810,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Panicked"",""urgency_score"":5.3}","{""census_tract"":""80568"",""county"":""Tyler"",""latitude"":32.35126,""longitude"":-95.30106,""state"":""TN""}","153 Janice Falls Suite 660, New Ambertown, MA 64871",9.8,Mental Health Crisis,False,English,Industrial,Air top environmental start wish start if pressure by middle its view environment three own teacher tend.,4,True,Arrived,736,Rescue 10,[],2025-04-22T10:43:51Z,"[""specific"",""defense"",""president"",""animal""]",AWS Transcribe,Completed
"{""classified_as"":""Violent"",""confidence"":0.83,""model_version"":""amazon.titan-text-express-v1""}",111,911-20250426-0424.mp3,911-20250426-0424,Critical,Emergency,79,Male,6794036640163,D1562,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Distressed"",""urgency_score"":6.5}","{""census_tract"":""29323"",""county"":""Schererville"",""latitude"":41.47892,""longitude"":-87.45476,""state"":""MD""}","USNV Castillo, FPO AA 66827",10.0,Mental Health Crisis,False,English,Highway,Over reflect challenge keep bit hour nice sea represent carry stop former happy relate fight clear.,2,True,Arrived,358,Rescue 10,"[""Fentanyl""]",2025-04-26T09:49:28Z,"[""product"",""than"",""great"",""war"",""hand""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.9,""model_version"":""amazon.titan-text-express-v1""}",116,911-20250510-0002.mp3,911-20250510-0002,High,Emergency,16,Female,5534192832,D4527,"{""agitation_level"":""Low"",""caller_sentiment"":""Panicked"",""urgency_score"":7.3}","{""census_tract"":""65392"",""county"":""Scotch Plains"",""latitude"":40.65538,""longitude"":-74.38987,""state"":""SC""}","835 Jeremy Bypass Suite 641, New Nancy, IL 86410",1.9,Domestic Disturbance,True,English,Public Park,East no enjoy once today human despite young meeting before another body physical society instead.,3,True,Arrived,378,Rescue 9,"[""Marijuana""]",2025-05-10T14:32:39Z,"[""material"",""those"",""poor"",""central""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.86,""model_version"":""amazon.titan-text-express-v1""}",81,911-20250413-0331.mp3,911-20250413-0331,Medium,Emergency,55,Male,227200283948232,D1606,"{""agitation_level"":""Low"",""caller_sentiment"":""Panicked"",""urgency_score"":7.4}","{""census_tract"":""73620"",""county"":""Shreveport"",""latitude"":32.52515,""longitude"":-93.75018,""state"":""MD""}","41447 Pena Street, Lake Michelle, DE 09156",1.3,Traffic Accident,True,English,Highway,Red pull save same camera plant without everybody research chance system candidate keep grow us receive billion.,1,False,Arrived,924,Rescue 14,"[""Fentanyl""]",2025-04-13T08:16:39Z,"[""instead"",""well"",""growth"",""own""]",AWS Transcribe,Completed
"{""classified_as"":""Medical"",""confidence"":0.82,""model_version"":""amazon.titan-text-express-v1""}",176,911-20250423-0766.mp3,911-20250423-0766,Critical,Emergency,24,Male,7050709506,D9547,"{""agitation_level"":""High"",""caller_sentiment"":""Distressed"",""urgency_score"":8.6}","{""census_tract"":""62439"",""county"":""Bridgeport"",""latitude"":41.16704,""longitude"":-73.20483,""state"":""SC""}","USCGC Barnett, FPO AE 58668",2.4,Medical,False,English,Highway,Candidate friend check when many moment effort make loss perform social summer drop page military manager forget.,2,False,Arrived,409,Rescue 10,"[""Marijuana""]",2025-04-23T18:12:54Z,"[""identify"",""use"",""research"",""them"",""theory""]",AWS Transcribe,Completed
"{""classified_as"":""Medical"",""confidence"":0.91,""model_version"":""amazon.titan-text-express-v1""}",151,911-20250425-0505.mp3,911-20250425-0505,Critical,Emergency,41,Male,294128537006448,D1526,"{""agitation_level"":""High"",""caller_sentiment"":""Distressed"",""urgency_score"":9.6}","{""census_tract"":""86706"",""county"":""Massapequa"",""latitude"":40.68066,""longitude"":-73.47429,""state"":""OH""}","8753 Darren Prairie Apt. 425, Sylviaberg, AL 42966",6.7,Drug Overdose,False,English,Residential,Half song look teacher week nearly point land however quickly among reveal week collection eat.,5,True,Arrived,508,Rescue 10,"[""Unknown Pills""]",2025-04-25T03:21:07Z,"[""easy"",""know"",""set"",""few""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.85,""model_version"":""amazon.titan-text-express-v1""}",115,911-20250426-0358.mp3,911-20250426-0358,Low,Emergency,72,Other,0474764845593,D6959,"{""agitation_level"":""High"",""caller_sentiment"":""Distressed"",""urgency_score"":6.7}","{""census_tract"":""75325"",""county"":""Boston"",""latitude"":42.35843,""longitude"":-71.05977,""state"":""PA""}","13835 Tracy Common Apt. 455, North Gabriel, PA 07887",5.0,Drug Overdose,True,English,Industrial,Upon single door single century wide manager international establish politics rule pay new.,1,True,Arrived,375,Rescue 4,"[""Alcohol""]",2025-04-26T04:20:52Z,"[""about"",""eat"",""campaign"",""continue"",""before""]",AWS Transcribe,Completed
"{""classified_as"":""Medical"",""confidence"":0.8,""model_version"":""amazon.titan-text-express-v1""}",71,911-20250427-0936.mp3,911-20250427-0936,High,Emergency,35,Male,9144533752015,D3676,"{""agitation_level"":""High"",""caller_sentiment"":""Calm"",""urgency_score"":6.0}","{""census_tract"":""80328"",""county"":""Far Rockaway"",""latitude"":40.60538,""longitude"":-73.75513,""state"":""GA""}","6164 Michael Mountains, East Thomas, NC 35907",4.0,Robbery,False,English,Apartment Complex,Administration accept born hear politics prevent federal general find grow evidence tax prepare.,3,False,Arrived,156,Rescue 12,"[""Alcohol""]",2025-04-27T11:07:20Z,"[""according"",""people"",""cut"",""author"",""man""]",AWS Transcribe,Completed
"{""classified_as"":""Substance Abuse"",""confidence"":0.91,""model_version"":""amazon.titan-text-express-v1""}",159,911-20250428-0384.mp3,911-20250428-0384,Medium,Emergency,63,Female,+12739615976405,D4889,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Distressed"",""urgency_score"":5.9}","{""census_tract"":""77853"",""county"":""San Gabriel"",""latitude"":34.09611,""longitude"":-118.10583,""state"":""VA""}","7078 Porter Junction Suite 426, New Janettown, WY 69571",2.8,Medical,True,English,Highway,Lay deal arrive compare want chair billion seven structure store prepare majority parent why blood.,2,False,Arrived,177,Rescue 5,[],2025-04-28T15:30:28Z,"[""employee"",""suddenly"",""local"",""team""]",AWS Transcribe,Completed
"{""classified_as"":""Medical"",""confidence"":0.89,""model_version"":""amazon.titan-text-express-v1""}",129,911-20250426-0287.mp3,911-20250426-0287,Medium,Emergency,41,Other,003083566910627,D5896,"{""agitation_level"":""High"",""caller_sentiment"":""Calm"",""urgency_score"":6.0}","{""census_tract"":""82676"",""county"":""Greenville"",""latitude"":33.41012,""longitude"":-91.06177,""state"":""SC""}","23455 Lisa Pass, South Ashley, SC 64106",1.8,Robbery,True,English,Residential,Face white break fight never soldier world sister garden down television tree say more imagine deep population pass.,3,False,Arrived,451,Rescue 13,[],2025-04-26T01:49:34Z,"[""interesting"",""no"",""total"",""perform"",""worker""]",AWS Transcribe,Completed
